text,label
you pathetic fool,1
we can solve this together,0
thanks for your support,0
nice work on the task,0
you are absolute trash,1
your life is useless,1
this is very interesting,0
everyone hates you,1
I like this plan,0
have a great day,0
let's work on this project,0
you are absolute trash,1
let's work on this project,0
you are worthless,1
good luck with your exam,0
you are a failure,1
let's work on this project,0
thank you for your help,0
you pathetic fool,1
you are such an idiot,1
let's work on this project,0
have a great day,0
how are you today,0
hope you are doing well,0
you should just die,1
nobody likes you,1
you did a great job,0
you disgusting idiot,1
hope you are doing well,0
thanks for your support,0
you disgusting idiot,1
how are you today,0
you did a great job,0
no one wants you here,1
I appreciate your effort,0
people would be happier if you disappeared,1
you are such an idiot,1
you are worthless,1
you are absolute trash,1
thank you for your help,0
go kill yourself,1
you should just die,1
you are a failure,1
this is a good idea,0
we can solve this together,0
you pathetic fool,1
this is very interesting,0
you disgusting idiot,1
you are worthless,1
you should just die,1
people would be happier if you disappeared,1
thanks for your support,0
thanks for your support,0
you are worthless,1
nice work on the task,0
you are a failure,1
you pathetic fool,1
your life is useless,1
hope you are doing well,0
good luck with your exam,0
you did a great job,0
your life is useless,1
no one wants you here,1
I like this plan,0
I like this plan,0
you are a complete loser,1
people would be happier if you disappeared,1
everyone hates you,1
you are such an idiot,1
no one wants you here,1
I appreciate your effort,0
nobody likes you,1
I like this plan,0
this is very interesting,0
that looks really good,0
you are a complete loser,1
I appreciate your effort,0
that looks really good,0
you did a great job,0
hope you are doing well,0
you did a great job,0
hope you are doing well,0
go kill yourself,1
you are absolute trash,1
you pathetic fool,1
your life is useless,1
thanks for your support,0
that looks really good,0
people would be happier if you disappeared,1
you should just die,1
nobody likes you,1
you are such an idiot,1
you pathetic fool,1
how are you today,0
you are such an idiot,1
you are absolute trash,1
everyone hates you,1
let's work on this project,0
you did a great job,0
you are so stupid,1
you are such an idiot,1
people would be happier if you disappeared,1
people would be happier if you disappeared,1
your life is useless,1
you are so stupid,1
I appreciate your effort,0
I appreciate your effort,0
you disgusting idiot,1
no one wants you here,1
this is very interesting,0
you are a complete loser,1
you are absolute trash,1
you did a great job,0
good luck with your exam,0
everyone hates you,1
your life is useless,1
thanks for your support,0
your life is useless,1
nice work on the task,0
I like this plan,0
you are absolute trash,1
thank you for your help,0
go kill yourself,1
nobody likes you,1
thank you for your help,0
you did a great job,0
good luck with your exam,0
have a great day,0
this is a good idea,0
let's work on this project,0
you should just die,1
this is very interesting,0
this is a good idea,0
good luck with your exam,0
that looks really good,0
everyone hates you,1
people would be happier if you disappeared,1
thank you for your help,0
thank you for your help,0
thank you for your help,0
you pathetic fool,1
you disgusting idiot,1
everyone hates you,1
you should just die,1
thank you for your help,0
nice work on the task,0
people would be happier if you disappeared,1
no one wants you here,1
people would be happier if you disappeared,1
we can solve this together,0
you are such an idiot,1
you did a great job,0
people would be happier if you disappeared,1
let's work on this project,0
nobody likes you,1
nobody likes you,1
nice work on the task,0
hope you are doing well,0
thanks for your support,0
have a great day,0
you are a failure,1
you pathetic fool,1
this is very interesting,0
you pathetic fool,1
you are worthless,1
your life is useless,1
you are a failure,1
people would be happier if you disappeared,1
people would be happier if you disappeared,1
you are a complete loser,1
your life is useless,1
you are a failure,1
thanks for your support,0
you disgusting idiot,1
you did a great job,0
you did a great job,0
you are a failure,1
you did a great job,0
this is a good idea,0
you are a failure,1
thanks for your support,0
thanks for your support,0
you disgusting idiot,1
this is a good idea,0
you are a complete loser,1
you disgusting idiot,1
go kill yourself,1
you are such an idiot,1
your life is useless,1
you are absolute trash,1
that looks really good,0
people would be happier if you disappeared,1
you pathetic fool,1
your life is useless,1
everyone hates you,1
thanks for your support,0
this is a good idea,0
I like this plan,0
you should just die,1
I appreciate your effort,0
nobody likes you,1
let's work on this project,0
we can solve this together,0
nobody likes you,1
thanks for your support,0
you are worthless,1
you should just die,1
hope you are doing well,0
you are a complete loser,1
no one wants you here,1
thank you for your help,0
you are a failure,1
nice work on the task,0
you did a great job,0
you are so stupid,1
let's work on this project,0
you are worthless,1
your life is useless,1
thank you for your help,0
you are such an idiot,1
you are a complete loser,1
thank you for your help,0
you are a failure,1
good luck with your exam,0
good luck with your exam,0
that looks really good,0
you are a failure,1
thanks for your support,0
you are a failure,1
you are absolute trash,1
hope you are doing well,0
you should just die,1
I like this plan,0
you are so stupid,1
I appreciate your effort,0
nobody likes you,1
I appreciate your effort,0
no one wants you here,1
you disgusting idiot,1
I appreciate your effort,0
that looks really good,0
you are absolute trash,1
you did a great job,0
I appreciate your effort,0
thanks for your support,0
go kill yourself,1
go kill yourself,1
thank you for your help,0
this is a good idea,0
no one wants you here,1
you should just die,1
no one wants you here,1
let's work on this project,0
you are so stupid,1
I appreciate your effort,0
nice work on the task,0
you are absolute trash,1
you should just die,1
you are so stupid,1
you are such an idiot,1
you are a complete loser,1
this is a good idea,0
you are such an idiot,1
that looks really good,0
people would be happier if you disappeared,1
you are so stupid,1
you are worthless,1
you are a complete loser,1
we can solve this together,0
hope you are doing well,0
this is very interesting,0
everyone hates you,1
your life is useless,1
this is a good idea,0
you should just die,1
you pathetic fool,1
you are so stupid,1
you disgusting idiot,1
you disgusting idiot,1
you are such an idiot,1
good luck with your exam,0
this is very interesting,0
you are so stupid,1
nice work on the task,0
people would be happier if you disappeared,1
you disgusting idiot,1
you are a failure,1
we can solve this together,0
thank you for your help,0
no one wants you here,1
we can solve this together,0
you disgusting idiot,1
thank you for your help,0
you are a complete loser,1
you are worthless,1
you should just die,1
I like this plan,0
nice work on the task,0
hope you are doing well,0
let's work on this project,0
how are you today,0
this is a good idea,0
you pathetic fool,1
I like this plan,0
that looks really good,0
have a great day,0
I like this plan,0
how are you today,0
thanks for your support,0
you are absolute trash,1
this is very interesting,0
you are such an idiot,1
you are worthless,1
people would be happier if you disappeared,1
your life is useless,1
no one wants you here,1
you are a failure,1
have a great day,0
you pathetic fool,1
nobody likes you,1
good luck with your exam,0
this is very interesting,0
everyone hates you,1
that looks really good,0
you are so stupid,1
you are a complete loser,1
thank you for your help,0
you pathetic fool,1
everyone hates you,1
you pathetic fool,1
you are so stupid,1
you are worthless,1
you are absolute trash,1
thanks for your support,0
you are a failure,1
this is a good idea,0
people would be happier if you disappeared,1
you are so stupid,1
everyone hates you,1
have a great day,0
I appreciate your effort,0
you did a great job,0
you pathetic fool,1
that looks really good,0
you pathetic fool,1
that looks really good,0
let's work on this project,0
your life is useless,1
hope you are doing well,0
this is very interesting,0
you disgusting idiot,1
thank you for your help,0
good luck with your exam,0
you are such an idiot,1
let's work on this project,0
you are worthless,1
have a great day,0
I like this plan,0
you pathetic fool,1
thanks for your support,0
I like this plan,0
I appreciate your effort,0
you are worthless,1
you are worthless,1
thank you for your help,0
thank you for your help,0
this is a good idea,0
we can solve this together,0
you are absolute trash,1
how are you today,0
everyone hates you,1
let's work on this project,0
everyone hates you,1
this is very interesting,0
no one wants you here,1
hope you are doing well,0
thank you for your help,0
good luck with your exam,0
your life is useless,1
no one wants you here,1
go kill yourself,1
you are a failure,1
hope you are doing well,0
you are such an idiot,1
thanks for your support,0
this is a good idea,0
go kill yourself,1
you are absolute trash,1
you did a great job,0
we can solve this together,0
you pathetic fool,1
you are such an idiot,1
you are worthless,1
nice work on the task,0
you are such an idiot,1
let's work on this project,0
nobody likes you,1
how are you today,0
nobody likes you,1
you should just die,1
I like this plan,0
this is a good idea,0
I like this plan,0
people would be happier if you disappeared,1
you pathetic fool,1
let's work on this project,0
nice work on the task,0
you are worthless,1
good luck with your exam,0
thanks for your support,0
no one wants you here,1
you are worthless,1
how are you today,0
I like this plan,0
this is a good idea,0
good luck with your exam,0
have a great day,0
let's work on this project,0
you should just die,1
people would be happier if you disappeared,1
nice work on the task,0
you should just die,1
you are such an idiot,1
your life is useless,1
you pathetic fool,1
you should just die,1
this is very interesting,0
everyone hates you,1
nice work on the task,0
thanks for your support,0
nice work on the task,0
we can solve this together,0
you are a complete loser,1
you should just die,1
nobody likes you,1
I appreciate your effort,0
this is a good idea,0
let's work on this project,0
let's work on this project,0
you are a complete loser,1
that looks really good,0
people would be happier if you disappeared,1
let's work on this project,0
have a great day,0
everyone hates you,1
how are you today,0
you disgusting idiot,1
no one wants you here,1
I like this plan,0
you should just die,1
this is very interesting,0
you are absolute trash,1
you disgusting idiot,1
you are such an idiot,1
you should just die,1
you did a great job,0
people would be happier if you disappeared,1
you are absolute trash,1
I like this plan,0
that looks really good,0
nice work on the task,0
nobody likes you,1
I appreciate your effort,0
you are so stupid,1
your life is useless,1
no one wants you here,1
you are such an idiot,1
you should just die,1
I like this plan,0
you are worthless,1
I like this plan,0
thanks for your support,0
nobody likes you,1
you pathetic fool,1
how are you today,0
you are worthless,1
thanks for your support,0
let's work on this project,0
nobody likes you,1
you are a complete loser,1
people would be happier if you disappeared,1
hope you are doing well,0
everyone hates you,1
thank you for your help,0
I appreciate your effort,0
how are you today,0
everyone hates you,1
thank you for your help,0
that looks really good,0
people would be happier if you disappeared,1
you are such an idiot,1
we can solve this together,0
you did a great job,0
I like this plan,0
this is very interesting,0
you are absolute trash,1
you are a failure,1
thanks for your support,0
nobody likes you,1
this is a good idea,0
no one wants you here,1
you should just die,1
no one wants you here,1
that looks really good,0
everyone hates you,1
nobody likes you,1
I like this plan,0
you are absolute trash,1
I like this plan,0
everyone hates you,1
thanks for your support,0
you pathetic fool,1
people would be happier if you disappeared,1
you are such an idiot,1
have a great day,0
nice work on the task,0
nice work on the task,0
have a great day,0
people would be happier if you disappeared,1
I like this plan,0
this is very interesting,0
have a great day,0
we can solve this together,0
I appreciate your effort,0
go kill yourself,1
you are a complete loser,1
I like this plan,0
you are such an idiot,1
have a great day,0
you are so stupid,1
this is very interesting,0
I like this plan,0
how are you today,0
have a great day,0
let's work on this project,0
you are such an idiot,1
we can solve this together,0
let's work on this project,0
I like this plan,0
this is very interesting,0
this is a good idea,0
nobody likes you,1
have a great day,0
you are worthless,1
you pathetic fool,1
I appreciate your effort,0
this is very interesting,0
how are you today,0
nice work on the task,0
you are a complete loser,1
we can solve this together,0
you are such an idiot,1
go kill yourself,1
nice work on the task,0
go kill yourself,1
nobody likes you,1
nice work on the task,0
no one wants you here,1
I like this plan,0
hope you are doing well,0
hope you are doing well,0
I like this plan,0
you should just die,1
everyone hates you,1
hope you are doing well,0
this is a good idea,0
this is very interesting,0
you are so stupid,1
we can solve this together,0
thank you for your help,0
thank you for your help,0
you are a complete loser,1
you disgusting idiot,1
your life is useless,1
thank you for your help,0
how are you today,0
I like this plan,0
I like this plan,0
thank you for your help,0
everyone hates you,1
you are so stupid,1
you are worthless,1
I appreciate your effort,0
thank you for your help,0
thanks for your support,0
you disgusting idiot,1
good luck with your exam,0
people would be happier if you disappeared,1
you are so stupid,1
we can solve this together,0
that looks really good,0
you should just die,1
no one wants you here,1
you pathetic fool,1
you are such an idiot,1
let's work on this project,0
how are you today,0
that looks really good,0
you are such an idiot,1
you are a failure,1
thank you for your help,0
good luck with your exam,0
you are a failure,1
you are a failure,1
you are absolute trash,1
how are you today,0
your life is useless,1
people would be happier if you disappeared,1
no one wants you here,1
that looks really good,0
people would be happier if you disappeared,1
have a great day,0
people would be happier if you disappeared,1
hope you are doing well,0
you pathetic fool,1
you are a complete loser,1
I like this plan,0
let's work on this project,0
nobody likes you,1
you disgusting idiot,1
I like this plan,0
you are a complete loser,1
let's work on this project,0
you are worthless,1
thanks for your support,0
have a great day,0
thanks for your support,0
everyone hates you,1
this is very interesting,0
your life is useless,1
how are you today,0
you are a complete loser,1
I appreciate your effort,0
nice work on the task,0
you did a great job,0
go kill yourself,1
nobody likes you,1
you are a complete loser,1
I appreciate your effort,0
you pathetic fool,1
you are such an idiot,1
let's work on this project,0
you pathetic fool,1
I like this plan,0
you are worthless,1
thanks for your support,0
you should just die,1
you are a failure,1
how are you today,0
that looks really good,0
have a great day,0
I appreciate your effort,0
you pathetic fool,1
thank you for your help,0
that looks really good,0
you are such an idiot,1
this is very interesting,0
I appreciate your effort,0
nobody likes you,1
thank you for your help,0
nice work on the task,0
you are a complete loser,1
no one wants you here,1
you did a great job,0
you are such an idiot,1
you are a failure,1
good luck with your exam,0
nobody likes you,1
you did a great job,0
you are a failure,1
nice work on the task,0
thanks for your support,0
I appreciate your effort,0
hope you are doing well,0
have a great day,0
how are you today,0
no one wants you here,1
no one wants you here,1
go kill yourself,1
have a great day,0
your life is useless,1
you pathetic fool,1
you are a complete loser,1
good luck with your exam,0
you are so stupid,1
no one wants you here,1
everyone hates you,1
you are such an idiot,1
nice work on the task,0
you are a complete loser,1
you disgusting idiot,1
go kill yourself,1
you did a great job,0
this is a good idea,0
your life is useless,1
you are so stupid,1
your life is useless,1
I like this plan,0
everyone hates you,1
you are a complete loser,1
go kill yourself,1
you disgusting idiot,1
your life is useless,1
no one wants you here,1
hope you are doing well,0
nice work on the task,0
you are so stupid,1
I appreciate your effort,0
you are a complete loser,1
you are a failure,1
you did a great job,0
you are such an idiot,1
go kill yourself,1
nobody likes you,1
people would be happier if you disappeared,1
let's work on this project,0
you disgusting idiot,1
thank you for your help,0
you did a great job,0
you pathetic fool,1
hope you are doing well,0
you are a failure,1
good luck with your exam,0
that looks really good,0
I like this plan,0
your life is useless,1
go kill yourself,1
go kill yourself,1
you are absolute trash,1
you did a great job,0
everyone hates you,1
you are a failure,1
have a great day,0
you are worthless,1
you pathetic fool,1
go kill yourself,1
everyone hates you,1
you are so stupid,1
this is a good idea,0
I like this plan,0
you are a failure,1
thank you for your help,0
go kill yourself,1
you should just die,1
nice work on the task,0
thank you for your help,0
I like this plan,0
you are a failure,1
you are such an idiot,1
no one wants you here,1
I like this plan,0
you pathetic fool,1
good luck with your exam,0
let's work on this project,0
people would be happier if you disappeared,1
you are a complete loser,1
thank you for your help,0
everyone hates you,1
I appreciate your effort,0
no one wants you here,1
thanks for your support,0
no one wants you here,1
good luck with your exam,0
you disgusting idiot,1
you disgusting idiot,1
hope you are doing well,0
you pathetic fool,1
everyone hates you,1
how are you today,0
I appreciate your effort,0
this is very interesting,0
how are you today,0
you are a complete loser,1
no one wants you here,1
you are worthless,1
your life is useless,1
have a great day,0
that looks really good,0
nobody likes you,1
you are such an idiot,1
no one wants you here,1
you pathetic fool,1
nice work on the task,0
thank you for your help,0
you are absolute trash,1
hope you are doing well,0
you are a complete loser,1
how are you today,0
that looks really good,0
you are a complete loser,1
hope you are doing well,0
nobody likes you,1
good luck with your exam,0
go kill yourself,1
how are you today,0
you pathetic fool,1
that looks really good,0
everyone hates you,1
you are such an idiot,1
thanks for your support,0
no one wants you here,1
you are a complete loser,1
thanks for your support,0
you are a complete loser,1
people would be happier if you disappeared,1
you pathetic fool,1
you are absolute trash,1
you did a great job,0
you are a failure,1
thanks for your support,0
thank you for your help,0
you are a failure,1
thank you for your help,0
thanks for your support,0
how are you today,0
people would be happier if you disappeared,1
this is a good idea,0
you are worthless,1
you are absolute trash,1
go kill yourself,1
I like this plan,0
let's work on this project,0
how are you today,0
good luck with your exam,0
you disgusting idiot,1
nobody likes you,1
this is very interesting,0
this is a good idea,0
nobody likes you,1
have a great day,0
this is very interesting,0
you are so stupid,1
go kill yourself,1
let's work on this project,0
we can solve this together,0
that looks really good,0
you are so stupid,1
no one wants you here,1
how are you today,0
you are absolute trash,1
that looks really good,0
how are you today,0
you disgusting idiot,1
let's work on this project,0
nobody likes you,1
you are such an idiot,1
have a great day,0
nobody likes you,1
I appreciate your effort,0
no one wants you here,1
that looks really good,0
you pathetic fool,1
good luck with your exam,0
you pathetic fool,1
you should just die,1
thanks for your support,0
you are such an idiot,1
you are so stupid,1
let's work on this project,0
I like this plan,0
you disgusting idiot,1
you are a complete loser,1
you are a complete loser,1
nobody likes you,1
you did a great job,0
you did a great job,0
nobody likes you,1
you are worthless,1
everyone hates you,1
no one wants you here,1
you disgusting idiot,1
you are worthless,1
you are such an idiot,1
we can solve this together,0
you did a great job,0
everyone hates you,1
this is a good idea,0
you are worthless,1
hope you are doing well,0
people would be happier if you disappeared,1
nice work on the task,0
this is a good idea,0
we can solve this together,0
let's work on this project,0
your life is useless,1
go kill yourself,1
people would be happier if you disappeared,1
you are absolute trash,1
I appreciate your effort,0
you are such an idiot,1
you are worthless,1
you pathetic fool,1
people would be happier if you disappeared,1
you are so stupid,1
nobody likes you,1
no one wants you here,1
you are absolute trash,1
you are such an idiot,1
you did a great job,0
that looks really good,0
you are worthless,1
go kill yourself,1
have a great day,0
you are worthless,1
have a great day,0
go kill yourself,1
have a great day,0
you are a complete loser,1
you are such an idiot,1
you are worthless,1
you should just die,1
you are absolute trash,1
have a great day,0
this is a good idea,0
you pathetic fool,1
thanks for your support,0
hope you are doing well,0
you should just die,1
you are worthless,1
nice work on the task,0
you did a great job,0
we can solve this together,0
you are such an idiot,1
you are worthless,1
you are so stupid,1
people would be happier if you disappeared,1
you are worthless,1
thanks for your support,0
you are so stupid,1
you are a complete loser,1
we can solve this together,0
we can solve this together,0
you did a great job,0
your life is useless,1
this is very interesting,0
you did a great job,0
thank you for your help,0
I like this plan,0
I appreciate your effort,0
have a great day,0
you should just die,1
you should just die,1
let's work on this project,0
you did a great job,0
that looks really good,0
this is very interesting,0
hope you are doing well,0
you are absolute trash,1
people would be happier if you disappeared,1
nice work on the task,0
that looks really good,0
let's work on this project,0
you should just die,1
no one wants you here,1
this is very interesting,0
we can solve this together,0
you did a great job,0
let's work on this project,0
you are worthless,1
you pathetic fool,1
you are a complete loser,1
you are a failure,1
you are a complete loser,1
you are worthless,1
no one wants you here,1
you are so stupid,1
people would be happier if you disappeared,1
I appreciate your effort,0
that looks really good,0
this is very interesting,0
you are a complete loser,1
you are a failure,1
that looks really good,0
you are a failure,1
thanks for your support,0
good luck with your exam,0
good luck with your exam,0
I appreciate your effort,0
this is very interesting,0
thank you for your help,0
you are a complete loser,1
nice work on the task,0
you are absolute trash,1
nobody likes you,1
you are such an idiot,1
good luck with your exam,0
I appreciate your effort,0
you are a complete loser,1
let's work on this project,0
you are a complete loser,1
let's work on this project,0
nobody likes you,1
you did a great job,0
I appreciate your effort,0
no one wants you here,1
have a great day,0
this is a good idea,0
nice work on the task,0
this is a good idea,0
hope you are doing well,0
you are absolute trash,1
you are a complete loser,1
everyone hates you,1
you disgusting idiot,1
thanks for your support,0
nobody likes you,1
hope you are doing well,0
nice work on the task,0
I appreciate your effort,0
you disgusting idiot,1
have a great day,0
nobody likes you,1
let's work on this project,0
your life is useless,1
hope you are doing well,0
hope you are doing well,0
you did a great job,0
you are so stupid,1
no one wants you here,1
thanks for your support,0
how are you today,0
you should just die,1
nice work on the task,0
let's work on this project,0
your life is useless,1
you are absolute trash,1
you did a great job,0
how are you today,0
you disgusting idiot,1
thanks for your support,0
this is very interesting,0
you are so stupid,1
thanks for your support,0
you pathetic fool,1
your life is useless,1
you are absolute trash,1
thanks for your support,0
let's work on this project,0
let's work on this project,0
your life is useless,1
this is a good idea,0
how are you today,0
have a great day,0
let's work on this project,0
people would be happier if you disappeared,1
I like this plan,0
we can solve this together,0
hope you are doing well,0
people would be happier if you disappeared,1
you should just die,1
you are a complete loser,1
you are such an idiot,1
thank you for your help,0
I like this plan,0
this is very interesting,0
this is very interesting,0
nobody likes you,1
go kill yourself,1
you pathetic fool,1
you did a great job,0
you are such an idiot,1
go kill yourself,1
good luck with your exam,0
everyone hates you,1
nobody likes you,1
I appreciate your effort,0
hope you are doing well,0
have a great day,0
people would be happier if you disappeared,1
this is a good idea,0
I appreciate your effort,0
nobody likes you,1
you are a failure,1
no one wants you here,1
I appreciate your effort,0
thanks for your support,0
we can solve this together,0
you should just die,1
this is a good idea,0
you are so stupid,1
go kill yourself,1
you are so stupid,1
no one wants you here,1
you pathetic fool,1
that looks really good,0
how are you today,0
thanks for your support,0
everyone hates you,1
you should just die,1
have a great day,0
you are absolute trash,1
you are a complete loser,1
this is a good idea,0
no one wants you here,1
go kill yourself,1
nice work on the task,0
no one wants you here,1
you are a complete loser,1
this is very interesting,0
you should just die,1
you pathetic fool,1
you did a great job,0
you should just die,1
this is a good idea,0
we can solve this together,0
you are so stupid,1
thank you for your help,0
hope you are doing well,0
have a great day,0
this is a good idea,0
this is a good idea,0
no one wants you here,1
I appreciate your effort,0
I like this plan,0
good luck with your exam,0
I appreciate your effort,0
you are so stupid,1
how are you today,0
good luck with your exam,0
thank you for your help,0
you are a failure,1
thanks for your support,0
how are you today,0
you did a great job,0
let's work on this project,0
your life is useless,1
you are so stupid,1
you are a complete loser,1
nice work on the task,0
I like this plan,0
thanks for your support,0
have a great day,0
nobody likes you,1
I appreciate your effort,0
you are a failure,1
how are you today,0
that looks really good,0
you are so stupid,1
nobody likes you,1
have a great day,0
how are you today,0
thanks for your support,0
have a great day,0
you are so stupid,1
how are you today,0
you pathetic fool,1
I like this plan,0
thanks for your support,0
good luck with your exam,0
go kill yourself,1
your life is useless,1
you are so stupid,1
you disgusting idiot,1
this is very interesting,0
let's work on this project,0
thanks for your support,0
go kill yourself,1
how are you today,0
your life is useless,1
you are so stupid,1
you are absolute trash,1
thank you for your help,0
nice work on the task,0
this is a good idea,0
you are absolute trash,1
you disgusting idiot,1
have a great day,0
you are absolute trash,1
this is a good idea,0
you are a complete loser,1
nice work on the task,0
go kill yourself,1
everyone hates you,1
you should just die,1
that looks really good,0
you are so stupid,1
you are such an idiot,1
I like this plan,0
have a great day,0
you are a failure,1
you disgusting idiot,1
thank you for your help,0
this is very interesting,0
you are such an idiot,1
you pathetic fool,1
nobody likes you,1
your life is useless,1
nobody likes you,1
you did a great job,0
you are worthless,1
let's work on this project,0
your life is useless,1
you disgusting idiot,1
you are worthless,1
how are you today,0
how are you today,0
you are a failure,1
let's work on this project,0
you are absolute trash,1
I like this plan,0
people would be happier if you disappeared,1
let's work on this project,0
this is a good idea,0
you are a complete loser,1
your life is useless,1
you are such an idiot,1
thank you for your help,0
we can solve this together,0
you are so stupid,1
you disgusting idiot,1
you disgusting idiot,1
you did a great job,0
hope you are doing well,0
thank you for your help,0
thank you for your help,0
you pathetic fool,1
I appreciate your effort,0
you did a great job,0
let's work on this project,0
we can solve this together,0
I like this plan,0
you should just die,1
you did a great job,0
no one wants you here,1
everyone hates you,1
nobody likes you,1
we can solve this together,0
you are such an idiot,1
go kill yourself,1
that looks really good,0
have a great day,0
thanks for your support,0
nobody likes you,1
good luck with your exam,0
everyone hates you,1
have a great day,0
you should just die,1
this is a good idea,0
you are absolute trash,1
I like this plan,0
hope you are doing well,0
that looks really good,0
your life is useless,1
I like this plan,0
people would be happier if you disappeared,1
nice work on the task,0
no one wants you here,1
hope you are doing well,0
I like this plan,0
this is a good idea,0
you are worthless,1
you are a complete loser,1
that looks really good,0
thank you for your help,0
your life is useless,1
hope you are doing well,0
go kill yourself,1
this is a good idea,0
you disgusting idiot,1
you are a failure,1
this is very interesting,0
I like this plan,0
good luck with your exam,0
you should just die,1
this is a good idea,0
how are you today,0
let's work on this project,0
hope you are doing well,0
your life is useless,1
nice work on the task,0
nice work on the task,0
this is very interesting,0
you are a failure,1
I like this plan,0
that looks really good,0
thanks for your support,0
let's work on this project,0
your life is useless,1
you are a complete loser,1
have a great day,0
you are such an idiot,1
let's work on this project,0
let's work on this project,0
this is very interesting,0
you are such an idiot,1
thank you for your help,0
no one wants you here,1
you pathetic fool,1
you are so stupid,1
hope you are doing well,0
you are worthless,1
you are such an idiot,1
that looks really good,0
everyone hates you,1
hope you are doing well,0
we can solve this together,0
I appreciate your effort,0
you disgusting idiot,1
you pathetic fool,1
you should just die,1
go kill yourself,1
you disgusting idiot,1
this is very interesting,0
how are you today,0
good luck with your exam,0
this is very interesting,0
this is very interesting,0
no one wants you here,1
go kill yourself,1
your life is useless,1
you are a complete loser,1
nobody likes you,1
go kill yourself,1
have a great day,0
you are a failure,1
thank you for your help,0
thank you for your help,0
you are so stupid,1
you pathetic fool,1
you are absolute trash,1
you should just die,1
let's work on this project,0
we can solve this together,0
we can solve this together,0
you are so stupid,1
we can solve this together,0
no one wants you here,1
have a great day,0
you are a failure,1
people would be happier if you disappeared,1
good luck with your exam,0
this is very interesting,0
you disgusting idiot,1
go kill yourself,1
you are absolute trash,1
nice work on the task,0
nice work on the task,0
you disgusting idiot,1
you are a complete loser,1
I appreciate your effort,0
I like this plan,0
this is a good idea,0
this is a good idea,0
this is very interesting,0
hope you are doing well,0
you are absolute trash,1
this is very interesting,0
I appreciate your effort,0
thank you for your help,0
no one wants you here,1
everyone hates you,1
thanks for your support,0
we can solve this together,0
you are absolute trash,1
you are so stupid,1
you are absolute trash,1
no one wants you here,1
this is a good idea,0
everyone hates you,1
I like this plan,0
we can solve this together,0
hope you are doing well,0
I appreciate your effort,0
you are absolute trash,1
I appreciate your effort,0
this is very interesting,0
you are absolute trash,1
that looks really good,0
you are a failure,1
you did a great job,0
you are a failure,1
we can solve this together,0
you are absolute trash,1
thank you for your help,0
good luck with your exam,0
have a great day,0
you pathetic fool,1
good luck with your exam,0
you did a great job,0
you did a great job,0
have a great day,0
you are absolute trash,1
thanks for your support,0
let's work on this project,0
this is a good idea,0
how are you today,0
you are a complete loser,1
have a great day,0
you disgusting idiot,1
have a great day,0
you are so stupid,1
this is very interesting,0
nice work on the task,0
you should just die,1
this is very interesting,0
you are a complete loser,1
hope you are doing well,0
you are a failure,1
nobody likes you,1
go kill yourself,1
you should just die,1
you are worthless,1
no one wants you here,1
go kill yourself,1
have a great day,0
you are a failure,1
thanks for your support,0
hope you are doing well,0
you disgusting idiot,1
I appreciate your effort,0
nobody likes you,1
you are absolute trash,1
let's work on this project,0
I appreciate your effort,0
people would be happier if you disappeared,1
I appreciate your effort,0
thank you for your help,0
this is a good idea,0
people would be happier if you disappeared,1
go kill yourself,1
you are absolute trash,1
good luck with your exam,0
how are you today,0
I like this plan,0
good luck with your exam,0
nice work on the task,0
you are so stupid,1
that looks really good,0
no one wants you here,1
your life is useless,1
thanks for your support,0
people would be happier if you disappeared,1
good luck with your exam,0
let's work on this project,0
thank you for your help,0
you are such an idiot,1
you are a failure,1
you are such an idiot,1
hope you are doing well,0
have a great day,0
you are absolute trash,1
you are absolute trash,1
you are such an idiot,1
people would be happier if you disappeared,1
you are such an idiot,1
you did a great job,0
people would be happier if you disappeared,1
you are such an idiot,1
you are so stupid,1
you are such an idiot,1
hope you are doing well,0
you are worthless,1
thanks for your support,0
this is very interesting,0
people would be happier if you disappeared,1
you are a complete loser,1
you should just die,1
you are absolute trash,1
have a great day,0
I appreciate your effort,0
let's work on this project,0
thanks for your support,0
we can solve this together,0
we can solve this together,0
thanks for your support,0
you are a failure,1
good luck with your exam,0
you disgusting idiot,1
you are a complete loser,1
hope you are doing well,0
nice work on the task,0
hope you are doing well,0
you disgusting idiot,1
I like this plan,0
you should just die,1
I like this plan,0
I appreciate your effort,0
this is very interesting,0
everyone hates you,1
this is very interesting,0
you are worthless,1
we can solve this together,0
you are worthless,1
you pathetic fool,1
you are a failure,1
this is very interesting,0
you are absolute trash,1
this is a good idea,0
this is very interesting,0
we can solve this together,0
you disgusting idiot,1
you should just die,1
this is a good idea,0
you are absolute trash,1
I appreciate your effort,0
you should just die,1
nice work on the task,0
thanks for your support,0
no one wants you here,1
you are absolute trash,1
you are absolute trash,1
good luck with your exam,0
thanks for your support,0
people would be happier if you disappeared,1
let's work on this project,0
you pathetic fool,1
go kill yourself,1
you did a great job,0
you are so stupid,1
that looks really good,0
your life is useless,1
you should just die,1
how are you today,0
nobody likes you,1
everyone hates you,1
you are absolute trash,1
have a great day,0
you should just die,1
this is a good idea,0
your life is useless,1
I like this plan,0
that looks really good,0
you are absolute trash,1
your life is useless,1
you disgusting idiot,1
I like this plan,0
everyone hates you,1
your life is useless,1
go kill yourself,1
nobody likes you,1
nice work on the task,0
no one wants you here,1
have a great day,0
you are a complete loser,1
let's work on this project,0
